id,carat,price,product_url,ring_description,ring_metal,metal_quality,diamond_shape,ring_setting,cut,cut_nom,clarity,clarity_nom,color,color_nom,ring_title,product_type,image_url,image_url2,image_url3,merchant_title,mrch_id,votes,local_merchant_flag,priority_score,merchant_city,prod_name_raw
275,0.25,1940,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
276,0.5,2910,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
277,0.7,4040,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
278,0.9,5880,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
279,1,7100,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
280,1.25,9150,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
281,1.4,10310,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
282,1.5,13080,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
283,0.25,1940,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",Gold,Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
284,0.5,2910,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",Gold,Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
285,0.7,4040,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",Gold,Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
286,0.9,5880,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",Gold,Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
287,1,7100,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",Gold,Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
288,1.25,9150,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",Gold,Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
289,1.4,10310,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",Gold,Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
290,1.5,13080,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",Gold,Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
291,0.25,2240,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",rose gold,rose gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
292,0.5,3210,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",rose gold,rose gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
293,0.7,4340,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",rose gold,rose gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
294,0.9,6180,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",rose gold,rose gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
295,1,7400,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",rose gold,rose gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
296,1.25,9450,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",rose gold,rose gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
297,1.4,10610,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",rose gold,rose gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
298,1.5,13380,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",rose gold,rose gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
299,0.25,2240,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
300,0.5,3210,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
301,0.7,4340,http://shop.kenanddanadesign.com//collections/engagement-rings/products/aurora-diamonds,"The Aurora is our sculptural take on a traditional engagement ring. It features a unique wave-like band that elegantly contours the finger in your choice of recycled metal. A brilliant conflict-free diamond sits atop the band in a classic 4-prong setting. In this design, we sprinkled some diamond accents along the band for a little extra sparkle. Also available in blue sapphire and yellow sapphire. Pairs beautifully with the Sati wedding band, the Bliss wedding band, the Flora wedding band, and the Selene wedding band. Handmade in NYC.
",White Gold,White Gold,Round,Pave,Ideal Cut,5,SI1,2,H,3,Aurora - Diamonds,Engagement Ring,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-F_1.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-engagement-rings-Aurora-Diamonds-16.jpg?v=1396918388,cdn.shopify.com/s/files/1/0014/2922/products/Unique-Engagement-Rings-Aurora-Diamonds-sS.jpg?v=1396918388,Ken & Dana,1,1,1,2,3,NA
